book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
Optimization for Machine Learning (Neural Information Processing series),"Suvrit Sra,Stephen J. Wright",MIT Press,,508,2418288,['4.3'],['5'],https://www.amazon.com/Optimization-Machine-Learning-Information-Processing/dp/0262537761/ref=sr_1_886?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798462&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-886,50.00
Visualizing Streaming Data: Interactive Analysis Beyond Static Limits,Anthony Aragues,O'Reilly Media,,200,2406018,['4.1'],['8'],https://www.amazon.com/Visualizing-Streaming-Data-Interactive-Analysis/dp/1492031852/ref=sr_1_887?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798462&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-887,13.12
The Data Wrangler's Handbook: Simple Tools for Powerful Results,Kyle Banerjee,ALA Neal-Schuman,,176,2701023,['5.0'],['0'],https://www.amazon.com/Data-Wranglers-Handbook-Powerful-Results/dp/083891909X/ref=sr_1_888?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798462&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-888,67.99
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,BPB Publications,,242,4955682,['4.5'],['4'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTc0ODAwMTc1NzU0OTMyOjE2ODc3OTg0NjI6c3BfYnRmOjIwMDAzNTA2OTU3Mzc5ODo6MDo6&url=%2FPractitioners-Guide-Data-Science-Streamlining%2Fdp%2F9391392873%2Fref%3Dsr_1_889_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798462%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-889-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,29.95
Business Intelligence Guidebook: From Data Integration to Analytics,Rick Sherman,Morgan Kaufmann,,550,450820,['4.4'],['101'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTc0ODAwMTc1NzU0OTMyOjE2ODc3OTg0NjI6c3BfYnRmOjIwMDA4NDk0MTgwNDMyMTo6MDo6&url=%2FBusiness-Intelligence-Guidebook-Integration-Analytics%2Fdp%2F012411461X%2Fref%3Dsr_1_890_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798462%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-890-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,54.95
Data-Oriented Programming: Reduce software complexity,Yehonathan Sharvit,Manning,,424,521478,['4.5'],['18'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NTc0ODAwMTc1NzU0OTMyOjE2ODc3OTg0NjI6c3BfYnRmOjIwMDE1Mzc1MjcxODk5ODo6MDo6&url=%2FData-Oriented-Programming-Unlearning-Yehonathan-Sharvit%2Fdp%2F1617298573%2Fref%3Dsr_1_891_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798462%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-891-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,47.99
Systematic Data Collection (Qualitative Research Methods Series 10),Susan C. Weller,"SAGE Publications, Inc",,96,2763278,['4.6'],['11'],https://www.amazon.com/Systematic-Collection-Qualitative-Research-Methods/dp/0803930747/ref=sr_1_889?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-889,30.00
Mastering Java Machine Learning: A Java developer's guide to implementing machine learning and big data architectures,Dr. Uday Kamath,Packt Publishing,,556,2749429,['3.8'],['13'],https://www.amazon.com/Mastering-Java-Machine-Learning-architectures/dp/1785880519/ref=sr_1_890?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-890,57.99
IBM SPSS Modeler Essentials: Effective techniques for building powerful data mining and predictive analytics solutions,"Keith McCormick,Jesus Salcedo",Packt Publishing,,238,2357397,['4.7'],['15'],https://www.amazon.com/IBM-SPSS-Modeler-Essentials-techniques/dp/1788291115/ref=sr_1_891?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-891,29.71
Econometrics and Data Science: Apply Data Science Techniques to Model Complex Problems and Implement Solutions for Economic Problems,Tshepo Chris Nokeri,Apress,,248,2705087,['3.0'],['2'],https://www.amazon.com/Econometrics-Data-Science-Techniques-Implement/dp/1484274334/ref=sr_1_892?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-892,37.99
Statistical Modeling in Machine Learning: Concepts and Applications,Tilottama Goswami,Academic Press,,396,Null,['0'],['0'],https://www.amazon.com/Statistical-Modeling-Machine-Learning-Applications/dp/0323917763/ref=sr_1_893?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-893,200.00
Julia Quick Syntax Reference: A Pocket Guide for Data Science Programming,Antonello Lobianco,Apress,,233,2429735,['3.6'],['7'],https://www.amazon.com/Julia-Quick-Syntax-Reference-Programming/dp/148425189X/ref=sr_1_894?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-894,20.97
PostgreSQL High Availability Cookbook - Second Edition,Shaun M. Thomas,Packt Publishing,,536,Null,['4.2'],['4'],https://www.amazon.com/PostgreSQL-High-Availability-Cookbook-Second/dp/178712553X/ref=sr_1_895?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-895,57.99
Tableau 2019.x Cookbook: Over 115 recipes to build end-to-end analytical solutions using Tableau,"Tania Lincoln,Dmitry Anoshin",Packt Publishing,,670,2587045,['3.9'],['20'],https://www.amazon.com/Tableau-2019-x-Cookbook-end-end/dp/1789533384/ref=sr_1_896?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-896,43.99
Python Data Analysis - Second Edition,Armando Fandango,Packt Publishing,,330,2394826,['3.9'],['9'],https://www.amazon.com/Python-Data-Analysis-Armando-Fandango/dp/1787127486/ref=sr_1_897?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-897,54.99
Optimization for Machine Learning (Neural Information Processing series),"Suvrit Sra,Stephen J. Wright",MIT Press,,508,2418288,['4.3'],['5'],https://www.amazon.com/Optimization-Machine-Learning-Information-Processing/dp/0262537761/ref=sr_1_898?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-898,50.00
Visualizing Streaming Data: Interactive Analysis Beyond Static Limits,Anthony Aragues,O'Reilly Media,,200,2406018,['4.1'],['8'],https://www.amazon.com/Visualizing-Streaming-Data-Interactive-Analysis/dp/1492031852/ref=sr_1_899?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-899,13.12
The Data Wrangler's Handbook: Simple Tools for Powerful Results,Kyle Banerjee,ALA Neal-Schuman,,176,2701023,['5.0'],['0'],https://www.amazon.com/Data-Wranglers-Handbook-Powerful-Results/dp/083891909X/ref=sr_1_900?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-900,67.99
Business Skills for Data Scientists: Practical Guidance in Six Key Topics,David Stephenson,Data Science Innovation,,304,2941165,['4.1'],['6'],https://www.amazon.com/Business-Skills-Data-Scientists-Practical/dp/1736183001/ref=sr_1_901?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-901,28.80
Data Warehouse Systems: Design and Implementation (Data-Centric Systems and Applications),Esteban Zimányi,Springer,,641,2849536,['4.1'],['7'],https://www.amazon.com/Data-Warehouse-Systems-Implementation-Data-Centric/dp/3662513501/ref=sr_1_902?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-902,89.99
"The Silicon Jungle: A Novel of Deception, Power, and Internet Intrigue",Shumeet Baluja,Princeton University Press,,352,Null,['4.0'],['24'],https://www.amazon.com/Silicon-Jungle-Deception-Internet-Intrigue/dp/0691169675/ref=sr_1_903?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-903,19.89
Spring Data: Modern Data Access for Enterprise Java,"Michael Hunger,Oliver Gierke",O'Reilly Media,,316,3000318,['4.1'],['17'],https://www.amazon.com/Spring-Data-Modern-Access-Enterprise/dp/1449323952/ref=sr_1_904?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-904,39.99
Secondary Analysis of Survey Data (Quantitative Applications in the Social Sciences),K. Jill Kiecolt,"SAGE Publications, Inc",,88,Null,['0'],['0'],https://www.amazon.com/Secondary-Analysis-Quantitative-Applications-Sciences/dp/0803923023/ref=sr_1_905?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-905,30.00
Mastering Data Warehouse Design: Relational and Dimensional Techniques,Claudia Imhoff,Wiley,,456,2456768,['4.4'],['24'],https://www.amazon.com/Mastering-Data-Warehouse-Design-Dimensional/dp/0471324213/ref=sr_1_906?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-906,36.00
Modern Data Mining Algorithms in C++ and CUDA C: Recent Developments in Feature Extraction and Selection Algorithms for Data Science,Timothy Masters,Apress,,237,2860727,['4.0'],['2'],https://www.amazon.com/Modern-Data-Mining-Algorithms-CUDA/dp/1484259874/ref=sr_1_907?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-907,55.49
Feature Engineering for Machine Learning and Data Analytics (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series),Ragav Venkatesan,CRC Press,,400,3244290,['5.0'],['0'],https://www.amazon.com/Feature-Engineering-Machine-Learning-Analytics/dp/0367571854/ref=sr_1_908?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-908,59.95
R Data Mining: Implement data mining techniques through practical use cases and real world datasets,Andrea Cirillo,Packt Publishing,,442,3320042,['3.8'],['4'],https://www.amazon.com/Data-Mining-Implement-techniques-practical/dp/1787124460/ref=sr_1_909?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-909,48.99
"Learn Python by Building Data Science Applications: A fun, project-based guide to learning Python 3 while building real-world apps","Philipp Kats,David Katz",Packt Publishing,,482,2458064,['4.2'],['9'],https://www.amazon.com/Learn-Python-Building-Science-Applications/dp/1789535360/ref=sr_1_910?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-910,36.99
Journey to Data Quality (The MIT Press),"Yang W. Lee,Leo L. Pipino,Richard Y. Wang",The MIT Press,,240,Null,['4.8'],['6'],https://www.amazon.com/Journey-Data-Quality-MIT-Press/dp/0262513358/ref=sr_1_911?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-911,7.50
"An Introduction to Text Mining: Research Design, Data Collection, and Analysis","Gabriel Ignatow,Gabe Ignatow,","SAGE Publications, Inc",,346,2510945,['4.4'],['6'],https://www.amazon.com/Introduction-Text-Mining-Research-Collection/dp/1506337007/ref=sr_1_912?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798651&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-912,55.85
"Hands-on MuleSoft Anypoint Platform Volume 3: Implement various connectors including Database, File, SOAP, Email, VM, JMS, AMQP, Scripting, SFTP, LDAP, Java and ObjectStore (English Edition)",Nanda Nachimuthu,BPB Publications,,180,1745861,['4.0'],['0'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjA0MzQ0OTU5Njg3MjcyOjE2ODc3OTg2NTE6c3BfYnRmOjIwMDA0OTYwNTYwODA5ODo6MDo6&url=%2FHands-MuleSoft-Anypoint-Platform-ObjectStore%2Fdp%2F9355510004%2Fref%3Dsr_1_913_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798651%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-913-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,29.95
Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,Jordan Morrow,Kogan Page,,240,130274,['4.2'],['116'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjA0MzQ0OTU5Njg3MjcyOjE2ODc3OTg2NTE6c3BfYnRmOjIwMDE3MjY5NTE0Mjk5ODo6MDo6&url=%2FBe-Data-Literate-Literacy-Everyone%2Fdp%2F1789668018%2Fref%3Dsr_1_914_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798651%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-914-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,15.99
"Introduction to Probability, Statistics, and Random Processes",Hossein Pishro-Nik,"Kappa Research, LLC",,744,Null,['4.6'],['260'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjA0MzQ0OTU5Njg3MjcyOjE2ODc3OTg2NTE6c3BfYnRmOjIwMDAxMTEyNzU1MDE1MTo6MDo6&url=%2FIntroduction-Probability-Statistics-Random-Processes%2Fdp%2F0990637204%2Fref%3Dsr_1_915_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687798651%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-915-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,34.51
"Learn Python by Building Data Science Applications: A fun, project-based guide to learning Python 3 while building real-world apps","Philipp Kats,David Katz",Packt Publishing,,482,2458064,['4.2'],['9'],https://www.amazon.com/Learn-Python-Building-Science-Applications/dp/1789535360/ref=sr_1_913?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-913,36.99
Journey to Data Quality (The MIT Press),"Yang W. Lee,Leo L. Pipino,Richard Y. Wang",The MIT Press,,240,Null,['4.8'],['6'],https://www.amazon.com/Journey-Data-Quality-MIT-Press/dp/0262513358/ref=sr_1_914?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-914,7.50
"An Introduction to Text Mining: Research Design, Data Collection, and Analysis","Gabriel Ignatow,Gabe Ignatow,","SAGE Publications, Inc",,346,2510945,['4.4'],['6'],https://www.amazon.com/Introduction-Text-Mining-Research-Collection/dp/1506337007/ref=sr_1_915?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-915,55.85
Data Reduction and Error Analysis for the Physical Science,P. R. Bevington,McGraw-Hill Book Company,,336,Null,['5.0'],['4'],https://www.amazon.com/Reduction-Error-Analysis-Physical-Sciences/dp/0070051356/ref=sr_1_916?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-916,19.81
C++ Data Structures: A Laboratory Course: A Laboratory Course,"Stefan Brandle,James Robergé,Jonathan Geisler",Jones & Bartlett Learning,,174,2993229,['3.0'],['7'],https://www.amazon.com/C-Data-Structures-Laboratory-Course/dp/0763755648/ref=sr_1_917?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-917,99.89
Data Science for Everyone: A Practical Guide for Non-Coders,Stan Dotloe,Self Publication,,Null,Null,['4.8'],['9'],https://www.amazon.com/Data-Science-Everyone-Practical-Non-Coders/dp/B0BQXW8MC5/ref=sr_1_918?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687798841&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-918,97.65
